sample_id,lon,lat,state,district,event_date,elevation,slope_deg,aspect_sin,aspect_cos,plan_curv,prof_curv,tri,twi,relief_500m,dist_stream_m,dist_road_m,dist_fault_m,lithology,geomorph,lulc,soil_texture,ndvi,rain_1d,rain_3d,rain_7d,rain_15d,rain_30d,rain_annual_mean,soil_moist,api,label,label_conf,block_id,split
578af57bf7e298ee,93.9674,24.8027,Manipur,Manipu-D7,,338.1502,27.989,0.8755,0.4832,-0.0067,0.0408,14.7856,8.1582,200.7392,1704.3337,3233.9932,11629.363,Phyllite-schist,Valley fill,Grassland,Loam,0.5987,33.5423,107.1519,194.1542,244.1713,329.2009,3049.7078,0.2779,153.8055,0,1.0,330010,train
df161a8cde37ccca,92.5975,27.7225,Arunachal Pradesh,Arunac-D2,,1788.9454,17.1337,-0.9241,-0.3821,0.0048,-0.0316,8.7248,9.7252,194.6883,281.26,420.4356,14038.645,Quartzite,Piedmont slope,Forest,Sandy loam,0.6196,139.035,154.9783,221.2912,354.9242,690.9554,3254.3196,0.335,204.8641,0,1.0,180023,test
9474c9c20ed6a582,91.392,25.5773,Meghalaya,Meghal-D4,,1413.0725,19.5636,0.6304,0.7763,-0.0329,-0.0335,6.2898,9.8592,147.7261,155.7628,63.3828,1870.3785,Quartzite,Valley fill,Shrubland,Silty clay,0.6514,10.6,32.8737,52.6877,136.0994,224.9694,2839.4683,0.1814,54.3018,0,1.0,210014,train
b59e2c6d466a47ef,88.3109,27.4323,Sikkim,Sikkim-D1,,87.5799,0.8008,0.7347,0.6783,-0.0052,-0.0158,0.4421,11.7729,7.9097,715.5858,4436.8315,2104.7324,Quartzite,Denudational hill,Grassland,Sandy loam,0.6946,27.4374,74.3616,135.5268,156.3758,258.5992,2223.9482,0.2092,105.0133,0,1.0,20022,train
1ce8d1887bc16d79,92.7485,27.7519,Arunachal Pradesh,Arunac-D4,2023-07-02,805.5953,44.3554,0.183,0.9831,0.0169,-0.0272,23.0765,5.9143,496.77,680.1258,1915.7996,10713.462,Sandstone-shale,Flood plain,Cropland,Clay loam,0.6382,2.109,99.153,170.1696,237.6172,265.4951,4090.6675,0.2616,141.2276,1,1.0,190023,train
af1e86ba5d918edc,93.9371,24.4482,Manipur,Manipu-D6,,349.1373,18.8096,0.9894,-0.1454,0.0073,-0.0154,5.2272,9.7855,136.5609,228.2791,104.4886,3849.802,Alluvium,Piedmont slope,Cropland,Sandy clay loam,0.8498,3.2199,101.7504,154.2216,259.232,329.1254,1520.3499,0.2141,141.114,0,1.0,340009,train
a0713931c87e17c7,93.6855,25.4305,Manipur,Manipu-D1,2023-05-09,1251.7712,52.8439,-0.601,-0.7992,0.0006,0.0434,15.8829,7.6455,549.625,414.2702,903.5609,1322.5568,Phyllite-schist,Denudational hill,Shrubland,Sandy loam,0.4464,0.821,14.384,171.4607,200.7219,368.8505,1919.4886,0.2975,89.4577,1,0.7,300013,train
04715e7d7059692b,91.6989,23.7274,Tripura,Tripur-D1,,83.0093,1.8298,0.3658,-0.9307,-0.0201,-0.0282,0.7371,11.9013,17.4442,1216.1449,1389.2892,4585.828,Limestone,Denudational hill,Forest,Sandy loam,0.881,11.5656,22.0974,65.8214,135.9442,243.1897,2466.1,0.1586,52.2916,0,1.0,270005,val
a29962b51c7c9849,94.1066,27.8705,Arunachal Pradesh,Arunac-D6,,2229.1133,28.1926,0.4197,0.9077,-0.0103,-0.0021,9.8868,8.8848,322.7798,427.7949,150.3595,23940.838,Sandstone-shale,Valley fill,Shrubland,Clay loam,0.6529,55.2391,80.49,98.6509,324.7758,593.5719,2884.1892,0.334,122.5812,0,1.0,240024,train
ec57bbc0f0fb2c02,92.9153,26.1185,Assam,Assam-D6,,254.3296,1.7482,0.9283,-0.3718,-0.0079,-0.0081,0.4746,11.1774,14.5982,359.5725,199.75,12704.533,Quartzite,Structural hill,Grassland,Clay loam,0.612,2.3806,61.0155,113.0005,318.5999,418.64,2541.4458,0.3191,115.2487,0,1.0,250016,train
668c985a5479ab06,91.0152,25.6414,Meghalaya,Meghal-D1,,1025.9359,37.8285,0.6949,-0.7191,-0.012,-0.018,21.6618,7.0156,238.3734,338.2768,721.9671,1347.5862,Phyllite-schist,Piedmont slope,Shrubland,Sandy loam,0.5466,1.2537,132.9548,179.4554,215.6534,260.6372,2270.1167,0.1965,159.3097,0,1.0,190014,test
af6e6aae9f29b018,94.692,27.8084,Arunachal Pradesh,Arunac-D1,,2576.9329,28.3935,-0.012,0.9999,0.0168,-0.0026,12.5503,7.8356,324.3805,18.9755,2001.8906,24188.031,Granite,Denudational hill,Forest,Sandy loam,0.5182,14.1604,27.987,67.7179,83.0085,165.5734,2798.2292,0.1853,48.1595,0,1.0,260023,test
fcedbc54d5c0585f,93.9313,27.6716,Arunachal Pradesh,Arunac-D4,,958.0131,16.6259,-0.7987,-0.6017,0.0112,0.0076,7.8429,9.8522,191.6455,103.6814,289.73,11999.345,Quartzite,Denudational hill,Cropland,Sandy clay loam,0.7839,9.3171,40.5875,58.8608,102.7199,173.36,3553.94,0.138,55.3894,0,1.0,240023,train
7e5c11eb6762ebef,91.4389,25.4903,Meghalaya,Meghal-D5,,2132.355,8.2761,-0.2998,-0.954,0.0232,0.004,3.6983,11.8115,62.7832,238.112,379.9286,9192.863,Granite,Flood plain,Cropland,Loam,0.7923,66.6219,125.0531,148.008,195.7291,252.8911,3479.3767,0.1933,142.541,0,1.0,210013,train
ee8b9299e2f6da3a,93.0787,27.988,Arunachal Pradesh,Arunac-D5,,302.8161,39.5705,-0.4396,-0.8982,0.0136,-0.0182,10.7097,7.09,337.2472,141.716,347.649,14621.215,Limestone,Piedmont slope,Shrubland,Sandy clay loam,0.3932,33.478,61.7963,118.9231,132.7229,312.618,1510.5654,0.2188,89.5733,0,1.0,190024,test
340e5109aca5dfb9,94.3657,25.8749,Nagaland,Nagala-D1,,2835.1575,11.8433,0.9739,0.2269,-0.0124,0.0077,5.6143,11.7029,103.0416,270.9093,571.3096,5728.2783,Limestone,Piedmont slope,Grassland,Silty clay,0.6362,17.603,19.2483,44.2652,145.3938,295.8736,2525.6406,0.26,45.6752,0,1.0,320015,test
07a0c8148086005a,91.6456,25.2326,Meghalaya,Meghal-D3,,1578.7058,13.8163,0.9748,0.2231,-0.0018,0.005,4.5921,10.3901,87.269,843.377,440.9041,8540.614,Granite,Flood plain,Built-up,Sandy loam,0.5731,21.4714,52.7244,94.2358,117.4363,196.1545,2264.8794,0.2093,74.8846,0,1.0,230012,test
75d2f591fc84373d,92.9868,23.2827,Mizoram,Mizora-D5,,597.2989,29.7357,0.4796,-0.8775,-0.0365,-0.0104,11.2931,7.486,255.6773,900.0688,1991.8508,6637.7603,Sandstone-shale,Flood plain,Shrubland,Clay loam,0.5007,44.9238,70.8364,231.5742,317.3232,409.6422,2902.0947,0.2034,156.0308,0,1.0,340003,test
0210f1d75ee33c3f,93.7465,24.5591,Manipur,Manipu-D6,,2436.6274,19.4245,0.9763,-0.2162,-0.0207,0.0007,10.0373,9.6909,135.7905,1272.2115,745.8371,29001.785,Phyllite-schist,Denudational hill,Cropland,Clay loam,0.4519,6.3353,98.1614,235.4522,336.4356,551.1712,2317.5977,0.2622,175.0897,0,1.0,330009,train
50a06040083801cd,93.5799,27.8175,Arunachal Pradesh,Arunac-D3,,252.9522,25.9731,0.6303,-0.7763,0.0059,0.0022,13.5807,7.928,219.8849,133.5565,989.4808,6041.019,Sandstone-shale,Valley fill,Forest,Loam,0.6791,4.0048,33.6311,84.705,105.9197,217.2915,1516.7642,0.2316,59.7965,0,1.0,220024,train
0ae1e3aceb28d18a,92.6097,23.483,Mizoram,Mizora-D7,,488.1632,26.318,-0.9149,0.4037,0.0007,0.0066,14.0167,7.9887,226.7374,1139.6963,2451.0452,3226.0674,Quartzite,Piedmont slope,Forest,Silty clay,0.8672,2.0059,94.7687,145.1218,280.2896,462.8231,1883.332,0.2988,137.7028,0,1.0,320004,train
49f2cbbb5620c286,93.7736,25.3679,Manipur,Manipu-D4,,1230.6825,19.0439,-0.6378,-0.7702,-0.0097,-0.0278,6.3913,9.3337,162.2203,319.9759,622.6106,10089.104,Alluvium,Structural hill,Forest,Loam,0.812,8.906,28.7458,182.9134,289.2971,347.8734,2483.6453,0.2473,114.0788,0,1.0,310013,val
51019cfc1d5f0758,90.8593,25.8995,Meghalaya,Meghal-D5,,1795.2126,14.7467,0.7189,0.6951,-0.0099,0.0134,5.8268,12.2059,141.6469,508.7352,1134.9939,6265.0845,Alluvium,Piedmont slope,Forest,Sandy loam,0.8917,20.7472,54.4827,83.4356,119.9792,198.5444,2627.8496,0.218,72.993,0,1.0,170015,train
2a4424f6aa738cce,93.8936,28.5826,Arunachal Pradesh,Arunac-D3,,1135.9633,35.8272,0.4371,-0.8994,0.0274,0.0292,17.5048,8.6619,372.1578,263.2936,1316.6195,5898.1543,Limestone,Denudational hill,Shrubland,Sandy loam,0.3561,3.0053,51.1109,165.1299,202.9531,274.5585,1841.8293,0.2507,108.093,0,1.0,210027,test
192e84c6af69e410,94.0219,24.5297,Manipur,Manipu-D2,2023-07-09,364.3975,31.1901,0.0703,-0.9975,-0.01,0.0169,15.6278,7.0205,256.9532,370.8514,2112.257,3831.016,Alluvium,Structural hill,Shrubland,Silty clay,0.6061,35.5331,51.4472,144.6371,230.3587,286.3456,2727.815,0.2355,106.2409,1,0.7,340009,train
5fbcca5ab979ec67,93.3955,28.5024,Arunachal Pradesh,Arunac-D1,,631.8558,21.2011,0.6176,0.7865,-0.0141,0.024,11.4089,9.3491,225.9018,432.202,967.6215,4381.7476,Quartzite,Structural hill,Shrubland,Sandy loam,0.7826,6.2555,16.5434,35.1374,102.385,281.6676,2392.3933,0.18,34.9978,0,1.0,190027,test
f946639d6237f4e2,93.9302,28.0682,Arunachal Pradesh,Arunac-D3,,726.9964,8.1473,0.3393,-0.9407,-0.0042,-0.0087,4.2769,12.2554,89.789,263.9589,358.0191,16202.71,Gneiss,Valley fill,Cropland,Sandy loam,0.6856,11.6835,13.2819,94.8309,109.9154,235.6,1356.8353,0.2326,52.2416,0,1.0,230025,train
76cb6e89fb67b62a,88.473,27.7959,Sikkim,Sikkim-D3,,94.1013,3.1497,0.1573,0.9876,0.0055,0.0415,1.0804,12.1585,25.0882,224.3825,2750.0635,9029.23,Gneiss,Structural hill,Forest,Sandy loam,0.6129,47.7077,126.5576,212.1244,255.2224,341.5684,3307.2915,0.2494,171.5274,0,1.0,20023,test
5350fde637f6ae77,94.1031,24.8373,Manipur,Manipu-D7,,901.8189,19.731,-0.9183,-0.3959,-0.0049,-0.0087,11.3296,9.5494,139.7604,103.5511,967.0551,7028.4746,Limestone,Flood plain,Grassland,Silty clay,0.7264,23.0453,53.1918,76.4174,182.4065,304.7905,4246.337,0.2336,79.5417,0,1.0,340010,train
3a7160b3a0385445,94.2823,25.897,Nagaland,Nagala-D4,,1932.7178,41.9838,0.484,-0.875,-0.0145,0.0118,11.4436,4.9905,366.8666,455.1288,226.4092,23912.299,Granite,Flood plain,Forest,Loam,0.6284,177.4342,192.8392,278.2538,409.7228,582.5932,4433.921,0.3289,250.9961,0,1.0,310015,train
6493e7502dd9b830,93.7893,24.9158,Manipur,Manipu-D2,,1723.043,44.632,-0.6393,0.769,-0.0011,0.0301,17.7496,5.4283,362.5871,1273.9469,943.4904,2329.3213,Quartzite,Piedmont slope,Forest,Sandy clay loam,0.4822,25.1887,65.5576,132.7309,180.1838,217.394,2653.8516,0.1622,102.9035,0,1.0,320011,train
4d09ba321744a1bc,93.7371,24.8455,Manipur,Manipu-D4,,348.4511,25.1598,0.8726,0.4885,0.0093,-0.0134,7.9285,8.7699,193.7126,673.1849,761.2889,1210.1652,Phyllite-schist,Valley fill,Forest,Sandy loam,0.5419,107.9191,198.2605,297.2683,406.3198,493.6682,3071.7236,0.2686,259.1717,0,1.0,320010,train
34bf7ab8bfbd73f0,90.9417,24.9695,Meghalaya,Meghal-D5,,1328.1814,26.1931,-0.9668,0.2555,0.0024,-0.0008,9.7991,10.0082,283.7986,296.0023,815.2352,12222.033,Gneiss,Valley fill,Cropland,Sandy loam,0.6719,11.5923,20.011,124.9263,190.0692,220.2858,2213.652,0.1949,76.9943,0,1.0,210011,train
a47811fb4195ae72,94.5019,25.9628,Nagaland,Nagala-D6,,490.6383,12.2892,0.7601,0.6498,0.0066,-0.0318,6.0994,12.0425,143.1628,289.734,606.9066,7588.564,Gneiss,Denudational hill,Forest,Sandy clay loam,0.7817,19.2008,88.9333,115.9784,134.2802,264.1195,2443.356,0.1904,103.8489,0,1.0,320015,test
77f53b3d40b5f154,93.896,28.2617,Arunachal Pradesh,Arunac-D7,,1961.2792,30.703,1.0,0.0079,-0.0043,0.0151,10.0812,7.722,268.0102,381.5213,92.2799,8962.645,Gneiss,Piedmont slope,Forest,Sandy clay loam,0.5153,16.3656,113.8143,151.6432,284.4812,442.0373,2499.7617,0.2879,150.763,0,1.0,220025,train
d1ff96358d720ca3,94.0422,28.0832,Arunachal Pradesh,Arunac-D4,,1336.4377,7.6867,0.2614,-0.9652,-0.045,-0.0056,4.2792,12.0353,49.3789,975.9825,691.5322,5598.171,Limestone,Denudational hill,Grassland,Sandy clay loam,0.8114,9.7691,10.1198,38.5917,452.5945,515.6056,2587.6008,0.3368,85.0326,0,1.0,230025,train
59a78e4afcd02f13,94.6454,26.1408,Nagaland,Nagala-D3,,902.358,15.3046,-0.0768,-0.997,0.0108,0.0161,4.5884,9.2693,130.9934,2495.937,1768.8903,14818.932,Quartzite,Denudational hill,Forest,Sandy loam,0.8252,7.5483,45.1639,130.7645,216.1681,405.9037,3137.083,0.251,96.4947,0,1.0,320016,train
7f91648728301e05,91.7196,25.2746,Meghalaya,Meghal-D1,,789.17,18.2409,-0.3845,0.9231,0.0136,-0.0343,8.9538,10.4466,145.626,903.1044,237.7707,15541.419,Phyllite-schist,Piedmont slope,Bare,Clay loam,0.5667,7.0948,44.5671,130.8413,183.7729,279.2875,3509.661,0.2518,91.3302,0,1.0,230012,test
d6ddec353a119e64,94.0831,26.0769,Nagaland,Nagala-D7,,1173.6726,25.8946,-0.8326,0.5539,0.0265,0.023,11.7952,6.3163,244.8059,585.9786,3021.705,14808.982,Sandstone-shale,Valley fill,Forest,Loam,0.5623,0.3986,57.1518,62.8282,138.3987,302.8515,3033.9316,0.2462,71.0418,0,1.0,300016,test
f5e8f8e93f52bc72,94.0247,24.6711,Manipur,Manipu-D6,,1696.056,11.7315,-0.9895,-0.1448,0.008,0.0277,3.4128,9.427,87.1333,120.1423,773.3418,7032.039,Limestone,Flood plain,Forest,Clay loam,0.5069,11.7736,15.3324,50.4956,166.8017,225.6452,3765.4988,0.2181,48.6018,0,1.0,340010,train
e13994ea4a2ffe59,94.4434,25.939,Nagaland,Nagala-D5,,1143.9564,23.5486,-0.1984,0.9801,-0.042,0.0228,9.7993,7.9404,240.1412,49.0626,914.9938,15266.795,Phyllite-schist,Flood plain,Grassland,Sandy loam,0.8075,4.7536,33.0813,131.904,179.6541,306.1018,3269.7415,0.2724,84.714,0,1.0,320015,test
82af07ee7abdad68,94.3111,25.7962,Nagaland,Nagala-D1,,899.2809,11.2506,0.1038,0.9946,-0.0083,-0.0166,6.6818,8.9092,132.5276,257.4962,1348.3046,2460.857,Phyllite-schist,Piedmont slope,Cropland,Sandy clay loam,0.6502,28.0984,127.3022,162.1234,223.0953,340.3038,4877.347,0.2875,152.1175,0,1.0,320015,test
bfb2fd121923365f,94.4631,26.2745,Nagaland,Nagala-D5,,563.8485,44.8574,-0.8415,-0.5403,0.024,0.0269,13.6375,6.8424,326.1014,975.0692,1723.7115,25444.078,Gneiss,Flood plain,Bare,Sandy clay loam,0.5657,11.0373,27.5704,107.5079,208.0906,294.9212,1592.4281,0.2088,78.6297,0,1.0,310017,train
df146155170e26e6,92.6707,28.1036,Arunachal Pradesh,Arunac-D5,,877.8725,16.39,-0.6323,-0.7748,-0.0081,0.016,6.4142,8.9722,140.7356,275.8324,656.713,6171.324,Limestone,Valley fill,Forest,Clay loam,0.8483,27.4352,137.9715,200.1618,237.7757,395.769,3365.2493,0.2345,171.5992,0,1.0,170025,train
6b7abf634c0762bf,88.6792,27.5734,Sikkim,Sikkim-D7,,130.2437,0.5038,-0.9331,-0.3596,-0.0066,-0.0029,0.255,10.8183,5.2831,677.7769,1003.6473,10623.623,Quartzite,Structural hill,Cropland,Silty clay,0.6163,31.4033,102.3918,143.1385,241.4075,333.6756,3540.588,0.2245,135.4682,0,1.0,30022,val
99ca67cb5ee4810b,91.4622,26.1152,Meghalaya,Meghal-D7,,1442.3512,20.1463,0.9895,-0.1443,0.0059,0.0159,8.6816,9.4501,154.079,261.8317,3440.8445,4241.8315,Sandstone-shale,Valley fill,Shrubland,Silty clay,0.6221,58.853,89.3272,136.9013,227.1822,287.85,1793.2294,0.2592,124.2777,0,1.0,190016,train
8f64ebaca669175d,93.3338,28.1421,Arunachal Pradesh,Arunac-D2,,1819.8756,18.6967,0.6731,-0.7395,-0.0176,0.0531,5.4278,8.3325,192.3984,159.0553,3324.7122,25888.469,Quartzite,Denudational hill,Shrubland,Sandy loam,0.4627,53.866,76.1384,94.487,163.441,247.933,2877.193,0.2457,94.7384,0,1.0,200025,train
a4f2c4ebeb169574,91.1156,25.8602,Meghalaya,Meghal-D5,,546.447,31.1716,0.9439,-0.3301,-0.0134,-0.0303,11.6416,6.8386,287.0134,883.7386,756.1946,5149.9717,Limestone,Denudational hill,Forest,Loam,0.4751,16.6054,44.2226,91.983,223.4131,314.0388,3635.0117,0.2627,85.4293,0,1.0,190015,train
9672b4b3faf51c0f,92.4721,23.4819,Mizoram,Mizora-D7,,361.4846,16.283,-0.3474,0.9377,0.0086,0.0019,7.043,10.5342,154.7395,779.4368,680.6078,8017.113,Limestone,Valley fill,Built-up,Sandy clay loam,0.561,15.788,48.5587,81.3639,158.9926,285.9998,1896.2365,0.222,74.9653,0,1.0,310004,train
fa5b6e1baba03941,93.7582,27.894,Arunachal Pradesh,Arunac-D2,,1376.3837,17.1951,-0.1041,0.9946,-0.0309,0.0201,5.0425,10.4245,138.6543,506.8229,1424.2162,8145.792,Phyllite-schist,Structural hill,Forest,Sandy loam,0.7791,6.4313,54.0537,106.5285,145.7927,315.6106,1550.1182,0.2673,83.557,0,1.0,220024,train
9a7729656c7ba158,93.6283,27.6823,Arunachal Pradesh,Arunac-D1,,419.2268,19.6195,0.3519,0.936,0.0111,0.0077,7.7393,10.8478,136.6174,397.8894,1030.2753,25909.172,Quartzite,Piedmont slope,Cropland,Loam,0.2997,14.7156,26.0772,116.993,153.077,246.5334,2746.807,0.1602,72.4019,0,1.0,230023,test
